Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
-0.097503662109375;9.09482797703777;-3.01208496093749E-05;1;1;0.000210181541740894;-0.000173044292628765;10 mA
-0.095062255859375;9.14365597691449;-1.910400390625E-05;1;2;0.000210181541740894;-0.000173044292628765;10 mA
-0.092620849609375;9.19248397679121;-1.3916015625E-05;1;3;0.000210181541740894;-0.000173044292628765;10 mA
-0.090179443359375;9.24131197666793;-1.0833740234375E-05;1;4;0.000210181541740894;-0.000173044292628765;10 mA
-0.087738037109375;9.29013997654465;-1.1077880859375E-05;1;5;0.000210181541740894;-0.000173044292628765;1 mA
-0.085296630859375;9.33896797642137;-9.5550537109375E-06;1;6;0.000210181541740894;-0.000173044292628765;1 mA
-0.082855224609375;9.38779597629809;-8.380126953125E-06;1;7;0.000210181541740894;-0.000173044292628765;1 mA
-0.080413818359375;9.43662397617481;-7.4493408203125E-06;1;8;0.000210181541740894;-0.000173044292628765;1 mA
-0.077972412109375;9.48545197605154;-6.70776367187501E-06;1;9;0.000210181541740894;-0.000173044292628765;1 mA
-0.075531005859375;9.53427997592826;-6.024169921875E-06;1;10;0.000210181541740894;-0.000173044292628765;100 µA
-0.073089599609375;9.58310797580498;-5.4412841796875E-06;1;11;0.000210181541740894;-0.000173044292628765;100 µA
-0.070648193359375;9.6319359756817;-4.8736572265625E-06;1;12;0.000210181541740894;-0.000173044292628765;100 µA
-0.068206787109375;9.68076397555842;-4.5013427734375E-06;1;13;0.000210181541740894;-0.000173044292628765;100 µA
-0.065765380859375;9.72959197543514;-4.0740966796875E-06;1;14;0.000210181541740894;-0.000173044292628765;100 µA
-0.063323974609375;9.77841997531186;-3.6163330078125E-06;1;15;0.000210181541740894;-0.000173044292628765;10 µA
-0.060882568359375;9.82724797518858;-3.2867431640625E-06;1;16;0.000210181541740894;-0.000173044292628765;10 µA
-0.058441162109375;9.87607597506531;-2.99285888671875E-06;1;17;0.000210181541740894;-0.000173044292628765;10 µA
-0.055999755859375;9.92490397494203;-2.73284912109375E-06;1;18;0.000210181541740894;-0.000173044292628765;10 µA
-0.053558349609375;9.97373197481875;-2.452392578125E-06;1;19;0.000210181541740894;-0.000173044292628765;10 µA
-0.051116943359375;10.0225599746955;-2.2210693359375E-06;1;20;0.000210181541740894;-0.000173044292628765;1 µA
-0.048675537109375;10.0713879745722;-2.0001220703125E-06;1;21;0.000210181541740894;-0.000173044292628765;1 µA
-0.046234130859375;10.1202159744489;-1.79779052734375E-06;1;22;0.000210181541740894;-0.000173044292628765;1 µA
-0.043792724609375;10.1690439743256;-1.6009521484375E-06;1;23;0.000210181541740894;-0.000173044292628765;1 µA
-0.041351318359375;10.2178719742024;-1.42852783203125E-06;1;24;0.000210181541740894;-0.000173044292628765;1 µA
-0.038909912109375;10.2666999740791;-1.2420654296875E-06;1;25;0.000210181541740894;-0.000173044292628765;1 µA
-0.036468505859375;10.3155279739558;-1.0791015625E-06;1;26;0.000210181541740894;-0.000173044292628765;1 µA
-0.034027099609375;10.3643559738325;-9.4451904296875E-07;1;27;0.000210181541740894;-0.000173044292628765;1 µA
-0.031585693359375;10.4131839737092;-7.7056884765625E-07;1;28;0.000210181541740894;-0.000173044292628765;1 µA
-0.029144287109375;10.462011973586;-6.4239501953125E-07;1;29;0.000210181541740894;-0.000173044292628765;1 µA
-0.026702880859375;10.5108399734627;-5.078125E-07;1;30;0.000210181541740894;-0.000173044292628765;1 µA
-0.024261474609375;10.5596679733394;-3.61328125E-07;1;31;0.000210181541740894;-0.000173044292628765;1 µA
-0.021820068359375;10.6084959732161;-2.520751953125E-07;1;32;0.000210181541740894;-0.000173044292628765;1 µA
-0.019378662109375;10.6573239730928;-1.2786865234375E-07;1;33;0.000210181541740894;-0.000173044292628765;1 µA
-0.016937255859375;10.7061519729696;5.79833984375E-09;1;34;0.000210181541740894;-0.000173044292628765;1 µA
-0.014495849609375;10.7549799728463;1.3031005859375E-07;1;35;0.000210181541740894;-0.000173044292628765;1 µA
-0.012054443359375;10.803807972723;2.47406005859375E-07;1;36;0.000210181541740894;-0.000173044292628765;100 nA
-0.009613037109375;10.8526359725997;3.4539794921875E-07;1;37;0.000210181541740894;-0.000173044292628765;100 nA
-0.007171630859375;10.9014639724764;4.4110107421875E-07;1;38;0.000210181541740894;-0.000173044292628765;100 nA
-0.004730224609375;10.9502919723532;5.61065673828125E-07;1;39;0.000210181541740894;-0.000173044292628765;100 nA
-0.002288818359375;10.9991199722299;6.494140625E-07;1;40;0.000210181541740894;-0.000173044292628765;100 nA
0.000152587890625;11.0479479721066;7.2662353515625E-07;1;41;0.000210181541740894;-0.000173044292628765;1 µA
0.002593994140625;11.0967759719833;8.2305908203125E-07;1;42;0.000210181541740894;-0.000173044292628765;1 µA
0.005035400390625;11.1456039718601;9.1217041015625E-07;1;43;0.000210181541740894;-0.000173044292628765;1 µA
0.007476806640625;11.1944319717368;1.004638671875E-06;1;44;0.000210181541740894;-0.000173044292628765;1 µA
