Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;Overload
0.149078369140625;258.802468346587;-9.112548828125E-06;4;3018;0.000248379680017631;-0.000183043869833151;10 µA;
0.146636962890625;258.883848346381;-9.100341796875E-06;4;3019;0.000248379680017631;-0.000183043869833151;10 µA;
0.144195556640625;258.965228346176;-9.088134765625E-06;4;3020;0.000248379680017631;-0.000183043869833151;10 µA;
0.141754150390625;259.04660834597;-9.0911865234375E-06;4;3021;0.000248379680017631;-0.000183043869833151;10 µA;
0.139312744140625;259.127988345765;-9.09423828125E-06;4;3022;0.000248379680017631;-0.000183043869833151;10 µA;
0.136871337890625;259.209368345559;-9.088134765625E-06;4;3023;0.000248379680017631;-0.000183043869833151;10 µA;
0.134429931640625;259.290748345354;-9.08203125E-06;4;3024;0.000248379680017631;-0.000183043869833151;10 µA;
0.131988525390625;259.372128345148;-9.0728759765625E-06;4;3025;0.000248379680017631;-0.000183043869833151;10 µA;
0.129547119140625;259.453508344943;-9.075927734375E-06;4;3026;0.000248379680017631;-0.000183043869833151;10 µA;
0.127105712890625;259.534888344737;-9.1094970703125E-06;4;3027;0.000248379680017631;-0.000183043869833151;10 µA;
0.124664306640625;259.616268344532;-9.1064453125E-06;4;3028;0.000248379680017631;-0.000183043869833151;10 µA;
0.122222900390625;259.697648344326;-9.0972900390625E-06;4;3029;0.000248379680017631;-0.000183043869833151;10 µA;
0.119781494140625;259.779028344121;-9.0728759765625E-06;4;3030;0.000248379680017631;-0.000183043869833151;10 µA;
0.117340087890625;259.860408343916;-9.0606689453125E-06;4;3031;0.000248379680017631;-0.000183043869833151;10 µA;
0.114898681640625;259.94178834371;-9.051513671875E-06;4;3032;0.000248379680017631;-0.000183043869833151;10 µA;
0.112457275390625;260.023168343505;-9.051513671875E-06;4;3033;0.000248379680017631;-0.000183043869833151;10 µA;
0.110015869140625;260.104548343299;-9.0484619140625E-06;4;3034;0.000248379680017631;-0.000183043869833151;10 µA;
0.107574462890625;260.185928343094;-9.0545654296875E-06;4;3035;0.000248379680017631;-0.000183043869833151;10 µA;
0.105133056640625;260.267308342888;-9.0301513671875E-06;4;3036;0.000248379680017631;-0.000183043869833151;10 µA;
0.102691650390625;260.348688342683;-9.0240478515625E-06;4;3037;0.000248379680017631;-0.000183043869833151;10 µA;
0.100250244140625;260.430068342477;-9.039306640625E-06;4;3038;0.000248379680017631;-0.000183043869833151;10 µA;
0.097808837890625;260.511448342272;-9.027099609375E-06;4;3039;0.000248379680017631;-0.000183043869833151;10 µA;
0.095367431640625;260.592828342066;-9.0179443359375E-06;4;3040;0.000248379680017631;-0.000183043869833151;10 µA;
0.092926025390625;260.674208341861;-9.02099609375E-06;4;3041;0.000248379680017631;-0.000183043869833151;10 µA;
0.090484619140625;260.755588341655;-9.0179443359375E-06;4;3042;0.000248379680017631;-0.000183043869833151;10 µA;
0.088043212890625;260.83696834145;-9.0301513671875E-06;4;3043;0.000248379680017631;-0.000183043869833151;10 µA;
0.085601806640625;260.918348341244;-9.0362548828125E-06;4;3044;0.000248379680017631;-0.000183043869833151;10 µA;
0.083160400390625;260.999728341039;-9.039306640625E-06;4;3045;0.000248379680017631;-0.000183043869833151;10 µA;
0.080718994140625;261.081108340834;-9.0362548828125E-06;4;3046;0.000248379680017631;-0.000183043869833151;10 µA;
0.078277587890625;261.162488340628;-9.0576171875E-06;4;3047;0.000248379680017631;-0.000183043869833151;10 µA;
0.075836181640625;261.243868340423;-9.0606689453125E-06;4;3048;0.000248379680017631;-0.000183043869833151;10 µA;
0.073394775390625;261.325248340217;-9.0576171875E-06;4;3049;0.000248379680017631;-0.000183043869833151;10 µA;
0.070953369140625;261.406628340012;-9.075927734375E-06;4;3050;0.000248379680017631;-0.000183043869833151;10 µA;
0.068511962890625;261.488008339806;-9.0850830078125E-06;4;3051;0.000248379680017631;-0.000183043869833151;10 µA;
0.066070556640625;261.569388339601;-9.1064453125E-06;4;3052;0.000248379680017631;-0.000183043869833151;10 µA;
