Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;Overload
-0.097503662109375;45.9365068840215;-0.00026873779296875;1;1;0.00364996583759784;-0.0030702800154686;10 mA;
-0.095062255859375;45.9853348838982;-0.00024566650390625;1;2;0.00364996583759784;-0.0030702800154686;10 mA;
-0.092620849609375;46.0341628837749;-0.00022869873046875;1;3;0.00364996583759784;-0.0030702800154686;10 mA;
-0.090179443359375;46.0829908836516;-0.00021502685546875;1;4;0.00364996583759784;-0.0030702800154686;10 mA;
-0.087738037109375;46.1318188835284;-0.0002049560546875;1;5;0.00364996583759784;-0.0030702800154686;1 mA;
-0.085296630859375;46.1806468834051;-0.000196502685546875;1;6;0.00364996583759784;-0.0030702800154686;1 mA;
-0.082855224609375;46.2294748832818;-0.00018792724609375;1;7;0.00364996583759784;-0.0030702800154686;1 mA;
-0.080413818359375;46.2783028831585;-0.000179840087890625;1;8;0.00364996583759784;-0.0030702800154686;1 mA;
-0.077972412109375;46.3271308830352;-0.000172332763671875;1;9;0.00364996583759784;-0.0030702800154686;1 mA;
-0.075531005859375;46.375958882912;-0.0001651611328125;1;10;0.00364996583759784;-0.0030702800154686;100 µA;
-0.073089599609375;46.4247868827887;-0.000158599853515625;1;11;0.00364996583759784;-0.0030702800154686;100 µA;
-0.070648193359375;46.4736148826654;-0.000152435302734375;1;12;0.00364996583759784;-0.0030702800154686;100 µA;
-0.068206787109375;46.5224428825421;-0.000146575927734375;1;13;0.00364996583759784;-0.0030702800154686;100 µA;
-0.065765380859375;46.5712708824188;-0.000141021728515625;1;14;0.00364996583759784;-0.0030702800154686;100 µA;
-0.063323974609375;46.6200988822956;-0.000135772705078125;1;15;0.00364996583759784;-0.0030702800154686;100 µA;
-0.060882568359375;46.6689268821723;-0.000130767822265625;1;16;0.00364996583759784;-0.0030702800154686;100 µA;
-0.058441162109375;46.717754882049;-0.000125885009765625;1;17;0.00364996583759784;-0.0030702800154686;100 µA;
-0.055999755859375;46.7665828819257;-0.00012127685546875;1;18;0.00364996583759784;-0.0030702800154686;100 µA;
-0.053558349609375;46.8154108818024;-0.00011676025390625;1;19;0.00364996583759784;-0.0030702800154686;100 µA;
-0.051116943359375;46.8642388816792;-0.0001124267578125;1;20;0.00364996583759784;-0.0030702800154686;100 µA;
-0.048675537109375;46.9130668815559;-0.0001082763671875;1;21;0.00364996583759784;-0.0030702800154686;100 µA;
-0.046234130859375;46.9618948814326;-0.000104217529296875;1;22;0.00364996583759784;-0.0030702800154686;100 µA;
