Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;Overload
-0.097503662109375;26.8071579323184;-5.41076660156251E-05;1;1;0.000851702834665776;-0.000229812620580196;10 mA;
-0.095062255859375;26.8559859321952;-4.4677734375E-05;1;2;0.000851702834665776;-0.000229812620580196;10 mA;
-0.092620849609375;26.9048139320719;-3.8177490234375E-05;1;3;0.000851702834665776;-0.000229812620580196;10 mA;
-0.090179443359375;26.9536419319486;-3.31726074218749E-05;1;4;0.000851702834665776;-0.000229812620580196;10 mA;
-0.087738037109375;27.0024699318253;-3.14544677734375E-05;1;5;0.000851702834665776;-0.000229812620580196;1 mA;
-0.085296630859375;27.051297931702;-2.82562255859375E-05;1;6;0.000851702834665776;-0.000229812620580196;1 mA;
-0.082855224609375;27.1001259315788;-2.5494384765625E-05;1;7;0.000851702834665776;-0.000229812620580196;1 mA;
-0.080413818359375;27.1489539314555;-2.30621337890625E-05;1;8;0.000851702834665776;-0.000229812620580196;1 mA;
-0.077972412109375;27.1977819313322;-2.0941162109375E-05;1;9;0.000851702834665776;-0.000229812620580196;1 mA;
-0.075531005859375;27.2466099312089;-1.904296875E-05;1;10;0.000851702834665776;-0.000229812620580196;100 µA;
-0.073089599609375;27.2954379310856;-1.73248291015625E-05;1;11;0.000851702834665776;-0.000229812620580196;100 µA;
-0.070648193359375;27.3442659309624;-1.57562255859375E-05;1;12;0.000851702834665776;-0.000229812620580196;100 µA;
-0.068206787109375;27.3930939308391;-1.43402099609375E-05;1;13;0.000851702834665776;-0.000229812620580196;100 µA;
-0.065765380859375;27.4419219307158;-1.3043212890625E-05;1;14;0.000851702834665776;-0.000229812620580196;100 µA;
-0.063323974609375;27.4907499305925;-1.1749267578125E-05;1;15;0.000851702834665776;-0.000229812620580196;10 µA;
-0.060882568359375;27.5395779304692;-1.06231689453125E-05;1;16;0.000851702834665776;-0.000229812620580196;10 µA;
-0.058441162109375;27.588405930346;-9.5855712890625E-06;1;17;0.000851702834665776;-0.000229812620580196;10 µA;
-0.055999755859375;27.6372339302227;-8.612060546875E-06;1;18;0.000851702834665776;-0.000229812620580196;10 µA;
-0.053558349609375;27.6860619300994;-7.70263671875E-06;1;19;0.000851702834665776;-0.000229812620580196;10 µA;
-0.051116943359375;27.7348899299761;-6.8450927734375E-06;1;20;0.000851702834665776;-0.000229812620580196;10 µA;
-0.048675537109375;27.7837179298529;-6.04248046875E-06;1;21;0.000851702834665776;-0.000229812620580196;10 µA;
-0.046234130859375;27.8325459297296;-5.279541015625E-06;1;22;0.000851702834665776;-0.000229812620580196;10 µA;
-0.043792724609375;27.8813739296063;-4.5379638671875E-06;1;23;0.000851702834665776;-0.000229812620580196;10 µA;
-0.041351318359375;27.930201929483;-3.84521484375E-06;1;24;0.000851702834665776;-0.000229812620580196;10 µA;
-0.038909912109375;27.9790299293597;-3.192138671875E-06;1;25;0.000851702834665776;-0.000229812620580196;10 µA;
-0.036468505859375;28.0278579292365;-2.5732421875E-06;1;26;0.000851702834665776;-0.000229812620580196;10 µA;
-0.034027099609375;28.0766859291132;-1.97601318359375E-06;1;27;0.000851702834665776;-0.000229812620580196;10 µA;
-0.031585693359375;28.1255139289899;-1.4007568359375E-06;1;28;0.000851702834665776;-0.000229812620580196;1 µA;
-0.029144287109375;28.1743419288666;-8.58154296875E-07;1;29;0.000851702834665776;-0.000229812620580196;1 µA;
-0.026702880859375;28.2231699287433;-3.2867431640625E-07;1;30;0.000851702834665776;-0.000229812620580196;1 µA;
-0.024261474609375;28.2719979286201;1.77001953125E-07;1;31;0.000851702834665776;-0.000229812620580196;1 µA;
-0.021820068359375;28.3208259284968;6.6558837890625E-07;1;32;0.000851702834665776;-0.000229812620580196;1 µA;
-0.019378662109375;28.3696539283735;1.13250732421875E-06;1;33;0.000851702834665776;-0.000229812620580196;1 µA;
-0.016937255859375;28.4184819282502;1.5814208984375E-06;1;34;0.000851702834665776;-0.000229812620580196;1 µA;
-0.014495849609375;28.467309928127;2.0123291015625E-06;1;35;0.000851702834665776;-0.000229812620580196;1 µA;
-0.012054443359375;28.5161379280037;2.4359130859375E-06;1;36;0.000851702834665776;-0.000229812620580196;1 µA;
-0.009613037109375;28.5649659278804;2.83660888671875E-06;1;37;0.000851702834665776;-0.000229812620580196;1 µA;
-0.007171630859375;28.6137939277571;3.232421875E-06;1;38;0.000851702834665776;-0.000229812620580196;1 µA;
-0.004730224609375;28.6626219276338;3.61175537109375E-06;1;39;0.000851702834665776;-0.000229812620580196;1 µA;
-0.002288818359375;28.7114499275106;3.984375E-06;1;40;0.000851702834665776;-0.000229812620580196;1 µA;
0.000152587890625;28.7602779273873;4.3621826171875E-06;1;41;0.000851702834665776;-0.000229812620580196;1 µA;
0.002593994140625;28.809105927264;4.70733642578125E-06;1;42;0.000851702834665776;-0.000229812620580196;1 µA;
0.005035400390625;28.8579339271407;5.0469970703125E-06;1;43;0.000851702834665776;-0.000229812620580196;1 µA;
0.007476806640625;28.9067619270174;5.37017822265625E-06;1;44;0.000851702834665776;-0.000229812620580196;1 µA;
0.009918212890625;28.9555899268942;5.68450927734375E-06;1;45;0.000851702834665776;-0.000229812620580196;1 µA;
0.012359619140625;29.0044179267709;6.00433349609375E-06;1;46;0.000851702834665776;-0.000229812620580196;1 µA;
0.014801025390625;29.0532459266476;6.3262939453125E-06;1;47;0.000851702834665776;-0.000229812620580196;10 µA;
0.017242431640625;29.1020739265243;6.6192626953125E-06;1;48;0.000851702834665776;-0.000229812620580196;10 µA;
0.019683837890625;29.150901926401;6.915283203125E-06;1;49;0.000851702834665776;-0.000229812620580196;10 µA;
0.022125244140625;29.1997299262778;7.208251953125E-06;1;50;0.000851702834665776;-0.000229812620580196;10 µA;
0.024566650390625;29.2485579261545;7.4859619140625E-06;1;51;0.000851702834665776;-0.000229812620580196;10 µA;
0.027008056640625;29.2973859260312;7.7545166015625E-06;1;52;0.000851702834665776;-0.000229812620580196;10 µA;
0.029449462890625;29.3462139259079;8.038330078125E-06;1;53;0.000851702834665776;-0.000229812620580196;10 µA;
0.031890869140625;29.3950419257847;8.294677734375E-06;1;54;0.000851702834665776;-0.000229812620580196;10 µA;
0.034332275390625;29.4438699256614;8.5479736328125E-06;1;55;0.000851702834665776;-0.000229812620580196;10 µA;
0.036773681640625;29.4926979255381;8.8043212890625E-06;1;56;0.000851702834665776;-0.000229812620580196;10 µA;
0.039215087890625;29.5415259254148;9.0545654296875E-06;1;57;0.000851702834665776;-0.000229812620580196;10 µA;
0.041656494140625;29.5903539252915;9.2864990234375E-06;1;58;0.000851702834665776;-0.000229812620580196;10 µA;
0.044097900390625;29.6391819251683;9.53369140625E-06;1;59;0.000851702834665776;-0.000229812620580196;10 µA;
0.046539306640625;29.688009925045;9.7625732421875E-06;1;60;0.000851702834665776;-0.000229812620580196;10 µA;
0.048980712890625;29.7368379249217;9.991455078125E-06;1;61;0.000851702834665776;-0.000229812620580196;10 µA;
0.051422119140625;29.7856659247984;1.0223388671875E-05;1;62;0.000851702834665776;-0.000229812620580196;10 µA;
0.053863525390625;29.8344939246751;1.04461669921875E-05;1;63;0.000851702834665776;-0.000229812620580196;10 µA;
0.056304931640625;29.8833219245519;1.06689453125E-05;1;64;0.000851702834665776;-0.000229812620580196;10 µA;
0.058746337890625;29.9321499244286;1.08856201171875E-05;1;65;0.000851702834665776;-0.000229812620580196;10 µA;
0.061187744140625;29.9809779243053;1.1102294921875E-05;1;66;0.000851702834665776;-0.000229812620580196;10 µA;
0.063629150390625;30.029805924182;1.13067626953125E-05;1;67;0.000851702834665776;-0.000229812620580196;10 µA;
0.066070556640625;30.0786339240587;1.15081787109375E-05;1;68;0.000851702834665776;-0.000229812620580196;10 µA;
0.068511962890625;30.1274619239355;1.17095947265625E-05;1;69;0.000851702834665776;-0.000229812620580196;10 µA;
0.070953369140625;30.1762899238122;1.19171142578125E-05;1;70;0.000851702834665776;-0.000229812620580196;10 µA;
0.073394775390625;30.2251179236889;1.21124267578125E-05;1;71;0.000851702834665776;-0.000229812620580196;10 µA;
0.075836181640625;30.2739459235656;1.23016357421875E-05;1;72;0.000851702834665776;-0.000229812620580196;10 µA;
0.078277587890625;30.3227739234424;1.24908447265625E-05;1;73;0.000851702834665776;-0.000229812620580196;10 µA;
