Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
-0.097503662109375;15.0674199619584;-1.35192871093751E-05;1;1;0.000259155310690403;-0.000190083451569081;10 mA
-0.095062255859375;15.1894899616502;-9.24682617187506E-06;1;2;0.000259155310690403;-0.000190083451569081;10 mA
-0.092620849609375;15.311559961342;-6.83593750000003E-06;1;3;0.000259155310690403;-0.000190083451569081;10 mA
-0.090179443359375;15.4336299610338;-5.27954101562506E-06;1;4;0.000259155310690403;-0.000190083451569081;10 mA
-0.087738037109375;15.5556999607256;-6.33544921875E-06;1;5;0.000259155310690403;-0.000190083451569081;1 mA
-0.085296630859375;15.6777699604174;-5.4901123046875E-06;1;6;0.000259155310690403;-0.000190083451569081;1 mA
-0.082855224609375;15.7998399601092;-4.8187255859375E-06;1;7;0.000259155310690403;-0.000190083451569081;1 mA
-0.080413818359375;15.921909959801;-4.26025390625E-06;1;8;0.000259155310690403;-0.000190083451569081;1 mA
-0.077972412109375;16.0439799594928;-3.80859375000001E-06;1;9;0.000259155310690403;-0.000190083451569081;1 mA
-0.075531005859375;16.1660499591846;-3.399658203125E-06;1;10;0.000259155310690403;-0.000190083451569081;100 µA
-0.073089599609375;16.2881199588765;-3.03955078125E-06;1;11;0.000259155310690403;-0.000190083451569081;100 µA
-0.070648193359375;16.4101899585683;-2.740478515625E-06;1;12;0.000259155310690403;-0.000190083451569081;100 µA
-0.068206787109375;16.5322599582601;-2.4627685546875E-06;1;13;0.000259155310690403;-0.000190083451569081;100 µA
-0.065765380859375;16.6543299579519;-2.23388671875E-06;1;14;0.000259155310690403;-0.000190083451569081;100 µA
-0.063323974609375;16.7763999576437;-1.93603515625E-06;1;15;0.000259155310690403;-0.000190083451569081;10 µA
-0.060882568359375;16.8984699573355;-1.74560546875E-06;1;16;0.000259155310690403;-0.000190083451569081;10 µA
-0.058441162109375;17.0205399570273;-1.56768798828125E-06;1;17;0.000259155310690403;-0.000190083451569081;10 µA
-0.055999755859375;17.1426099567191;-1.40960693359375E-06;1;18;0.000259155310690403;-0.000190083451569081;10 µA
-0.053558349609375;17.2646799564109;-1.26220703125E-06;1;19;0.000259155310690403;-0.000190083451569081;10 µA
-0.051116943359375;17.3867499561027;-1.13311767578125E-06;1;20;0.000259155310690403;-0.000190083451569081;1 µA
-0.048675537109375;17.5088199557945;-1.0003662109375E-06;1;21;0.000259155310690403;-0.000190083451569081;1 µA
-0.046234130859375;17.6308899554863;-8.7890625E-07;1;22;0.000259155310690403;-0.000190083451569081;1 µA
-0.043792724609375;17.7529599551781;-7.6446533203125E-07;1;23;0.000259155310690403;-0.000190083451569081;1 µA
-0.041351318359375;17.8750299548699;-6.6802978515625E-07;1;24;0.000259155310690403;-0.000190083451569081;1 µA
-0.038909912109375;17.9970999545617;-5.6396484375E-07;1;25;0.000259155310690403;-0.000190083451569081;1 µA
-0.036468505859375;18.1191699542535;-4.8095703125E-07;1;26;0.000259155310690403;-0.000190083451569081;1 µA
-0.034027099609375;18.2412399539453;-3.900146484375E-07;1;27;0.000259155310690403;-0.000190083451569081;1 µA
-0.031585693359375;18.3633099536371;-3.16162109375E-07;1;28;0.000259155310690403;-0.000190083451569081;1 µA
-0.029144287109375;18.4853799533289;-2.3040771484375E-07;1;29;0.000259155310690403;-0.000190083451569081;1 µA
-0.026702880859375;18.6074499530207;-1.6143798828125E-07;1;30;0.000259155310690403;-0.000190083451569081;1 µA
-0.024261474609375;18.7295199527125;-9.2041015625E-08;1;31;0.000259155310690403;-0.000190083451569081;100 nA
-0.021820068359375;18.8515899524043;-2.7069091796875E-08;1;32;0.000259155310690403;-0.000190083451569081;100 nA
-0.019378662109375;18.9736599520961;4.0496826171875E-08;1;33;0.000259155310690403;-0.000190083451569081;100 nA
-0.016937255859375;19.0957299517879;1.025390625E-07;1;34;0.000259155310690403;-0.000190083451569081;100 nA
-0.014495849609375;19.2177999514797;1.6534423828125E-07;1;35;0.000259155310690403;-0.000190083451569081;100 nA
