Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
-0.097503662109375;10.6239589731771;-1.79443359375001E-05;1;1;0.000209908408423265;-0.000184492198129495;10 mA
-0.095062255859375;10.7053389729716;-1.2237548828125E-05;1;2;0.000209908408423265;-0.000184492198129495;10 mA
-0.092620849609375;10.7867189727662;-9.33837890624997E-06;1;3;0.000209908408423265;-0.000184492198129495;10 mA
-0.090179443359375;10.8680989725607;-7.72094726562506E-06;1;4;0.000209908408423265;-0.000184492198129495;10 mA
-0.087738037109375;10.9494789723552;-8.5479736328125E-06;1;5;0.000209908408423265;-0.000184492198129495;1 mA
-0.085296630859375;11.0308589721498;-7.65380859375001E-06;1;6;0.000209908408423265;-0.000184492198129495;1 mA
-0.082855224609375;11.1122389719443;-6.93664550781251E-06;1;7;0.000209908408423265;-0.000184492198129495;1 mA
-0.080413818359375;11.1936189717388;-6.329345703125E-06;1;8;0.000209908408423265;-0.000184492198129495;1 mA
-0.077972412109375;11.2749989715334;-5.8319091796875E-06;1;9;0.000209908408423265;-0.000184492198129495;1 mA
-0.075531005859375;11.3563789713279;-5.3802490234375E-06;1;10;0.000209908408423265;-0.000184492198129495;100 µA
-0.073089599609375;11.4377589711224;-4.99267578125E-06;1;11;0.000209908408423265;-0.000184492198129495;100 µA
-0.070648193359375;11.519138970917;-4.6417236328125E-06;1;12;0.000209908408423265;-0.000184492198129495;100 µA
-0.068206787109375;11.6005189707115;-4.3365478515625E-06;1;13;0.000209908408423265;-0.000184492198129495;100 µA
-0.065765380859375;11.681898970506;-4.0618896484375E-06;1;14;0.000209908408423265;-0.000184492198129495;100 µA
-0.063323974609375;11.7632789703006;-3.7200927734375E-06;1;15;0.000209908408423265;-0.000184492198129495;10 µA
-0.060882568359375;11.8446589700951;-3.4881591796875E-06;1;16;0.000209908408423265;-0.000184492198129495;10 µA
-0.058441162109375;11.9260389698896;-3.26324462890625E-06;1;17;0.000209908408423265;-0.000184492198129495;10 µA
-0.055999755859375;12.0074189696842;-3.0755615234375E-06;1;18;0.000209908408423265;-0.000184492198129495;10 µA
-0.053558349609375;12.0887989694787;-2.88299560546875E-06;1;19;0.000209908408423265;-0.000184492198129495;10 µA
-0.051116943359375;12.1701789692733;-2.71484375E-06;1;20;0.000209908408423265;-0.000184492198129495;1 µA
-0.048675537109375;12.2515589690678;-2.5396728515625E-06;1;21;0.000209908408423265;-0.000184492198129495;1 µA
-0.046234130859375;12.3329389688623;-2.391357421875E-06;1;22;0.000209908408423265;-0.000184492198129495;1 µA
-0.043792724609375;12.4143189686569;-2.2540283203125E-06;1;23;0.000209908408423265;-0.000184492198129495;1 µA
-0.041351318359375;12.4956989684514;-2.099609375E-06;1;24;0.000209908408423265;-0.000184492198129495;1 µA
-0.038909912109375;12.5770789682459;-1.97509765625E-06;1;25;0.000209908408423265;-0.000184492198129495;1 µA
